customer_id,email,country_code,currency,consent_level,created_at,is_active
CUST-000045,customer_45@example.com,DE,EUR,analytics_only,2026-05-16T13:26:00.841789,True
CUST-000046,customer_46@example.com,DE,EUR,minimal,2025-12-24T07:21:14.063115,True
CUST-000047,customer_47@example.com,PT,EUR,full,2026-06-14T00:19:49.504822,True
CUST-000048,customer_48@example.com,DE,EUR,minimal,2025-02-24T15:24:29.695329,True
CUST-000049,,SE,SEK,full,2026-04-23T06:30:37.581066,True
CUST-000050,customer_50@example.com,PL,PLN,minimal,2025-05-26T05:34:46.547598,True
CUST-000051,customer_51@example.com,FR,EUR,full,2025-06-30T01:17:40.654717,True
CUST-000052,customer_52@example.com,NL,EUR,minimal,2025-12-10T11:39:46.088327,True
CUST-000053,customer_53@example.com,SE,SEK,analytics_only,2025-12-05T08:49:36.620396,True
CUST-000054,customer_54@example.com,PT,EUR,full,2025-05-05T15:53:58.429574,True
CUST-000055,customer_55@example.com,PT,EUR,minimal,2026-01-21T17:34:19.874408,True
CUST-000056,customer_56@example.com,PT,EUR,full,2025-01-16T20:42:51.206677,True
CUST-000057,customer_57@example.com,DE,EUR,full,2025-08-25T00:23:33.481947,True
CUST-000058,customer_58@example.com,PT,EUR,analytics_only,2025-04-09T16:06:29.399983,True
CUST-000059,customer_59@example.com,PT,EUR,full,2026-01-10T08:35:09.584411,True
CUST-000060,customer_60@example.com,FR,EUR,full,2025-12-16T13:43:18.145052,True
CUST-000061,customer_61@example.com,FR,EUR,minimal,2025-09-12T23:00:38.940008,True
CUST-000062,customer_62@example.com,DE,EUR,full,2026-06-02T23:44:20.654378,True
CUST-000063,customer_63@example.com,PL,PLN,minimal,2026-01-14T07:00:11.937152,True
CUST-000064,customer_64@example.com,FR,EUR,minimal,2026-04-13T15:04:04.628276,True
CUST-000065,customer_65@example.com,PT,EUR,full,2025-06-12T03:18:49.234025,True
CUST-000066,,NL,EUR,minimal,2025-08-05T21:38:13.576079,True
CUST-000067,customer_67@example.com,PT,EUR,minimal,2026-06-18T12:49:27.288915,True
CUST-000068,customer_68@example.com,SE,SEK,minimal,2026-05-10T19:24:00.170825,True
CUST-000069,customer_69@example.com,GB,GBP,minimal,2025-05-01T00:20:51.705537,True
CUST-000070,customer_70@example.com,PT,EUR,minimal,2026-02-25T13:46:32.254192,True
CUST-000071,customer_71@example.com,NL,EUR,full,2025-12-10T20:19:44.522420,True
CUST-000072,customer_72@example.com,PT,EUR,full,2025-07-19T22:39:17.772446,True
CUST-000073,customer_73@example.com,PT,EUR,full,2025-08-16T16:41:48.064718,True
CUST-000074,customer_74@example.com,PT,EUR,minimal,2025-07-20T11:45:29.673540,True
CUST-000075,customer_75@example.com,FR,EUR,full,2026-05-16T21:34:18.612969,True
CUST-000076,customer_76@example.com,PL,PLN,full,2026-04-22T23:27:38.912555,True
CUST-000077,customer_77@example.com,GB,GBP,full,2026-02-18T06:36:01.572274,True
CUST-000078,customer_78@example.com,PT,EUR,analytics_only,2025-08-06T18:45:21.545690,True
CUST-000079,customer_79@example.com,GB,GBP,full,2025-08-05T05:26:40.622796,True
CUST-000080,customer_80@example.com,DE,EUR,full,2026-02-15T11:00:02.194976,True
CUST-000081,customer_81@example.com,DE,EUR,analytics_only,2025-07-23T13:37:16.775663,True
CUST-000082,customer_82@example.com,NL,EUR,analytics_only,2026-06-01T20:33:37.718758,True
CUST-000083,customer_83@example.com,DE,EUR,analytics_only,2025-12-15T04:49:56.593613,True
CUST-000084,customer_84@example.com,FR,EUR,analytics_only,2025-03-05T22:31:18.911403,True
CUST-000085,customer_85@example.com,PT,EUR,minimal,2025-03-05T15:12:59.624988,True
CUST-000086,customer_86@example.com,PT,EUR,full,2025-07-23T07:32:36.426061,True
CUST-000087,customer_87@example.com,PL,PLN,analytics_only,2025-11-18T20:42:00.808759,True
CUST-000088,customer_88@example.com,NL,EUR,analytics_only,2026-04-02T20:43:53.153448,True
CUST-000089,customer_89@example.com,FR,EUR,full,2026-01-14T06:34:16.642589,True
CUST-000090,customer_90@example.com,PT,EUR,full,2025-07-18T18:02:48.414260,True
CUST-000091,customer_91@example.com,PL,PLN,minimal,2025-12-20T08:45:43.926786,True
CUST-000092,customer_92@example.com,PT,EUR,minimal,2026-06-05T01:23:23.594005,True
CUST-000093,customer_93@example.com,GB,GBP,full,2025-12-17T10:36:39.112210,True
CUST-000094,customer_94@example.com,PL,PLN,full,2026-06-26T20:58:21.103095,True
CUST-000095,customer_95@example.com,GB,GBP,minimal,2025-10-31T16:56:27.001827,True
CUST-000096,customer_96@example.com,FR,EUR,full,2026-03-01T08:29:43.927040,True
CUST-000097,customer_97@example.com,GB,GBP,full,2026-06-24T05:56:16.764221,True
CUST-000098,customer_98@example.com,PL,PLN,minimal,2025-03-02T05:45:04.778791,True
CUST-000099,customer_99@example.com,SE,SEK,full,2026-03-09T01:27:05.548087,True
CUST-000100,,FR,EUR,full,2025-03-11T11:07:42.120878,True
CUST-000101,customer_101@example.com,DE,EUR,full,2025-09-03T15:42:56.225079,True
CUST-000102,customer_102@example.com,DE,EUR,analytics_only,2025-05-02T09:49:20.627088,True
CUST-000103,customer_103@example.com,FR,EUR,minimal,2025-12-28T01:53:35.610108,True
CUST-000104,customer_104@example.com,DE,EUR,full,2026-07-02T05:24:46.810565,True
CUST-000105,customer_105@example.com,GB,GBP,full,2026-01-26T09:30:07.536696,True
CUST-000106,customer_106@example.com,DE,EUR,full,2025-03-23T06:53:11.310306,True
CUST-000107,customer_107@example.com,PT,EUR,analytics_only,2026-01-26T06:14:00.882956,True
CUST-000108,customer_108@example.com,DE,EUR,full,2025-10-05T01:00:27.833888,True
CUST-000109,customer_109@example.com,DE,EUR,full,2025-12-25T18:47:05.342440,True
CUST-000110,customer_110@example.com,SE,SEK,minimal,2025-08-24T16:16:47.542067,True
CUST-000111,customer_111@example.com,SE,SEK,minimal,2025-08-07T12:05:57.780051,True
CUST-000112,customer_112@example.com,NL,EUR,full,2025-05-20T16:18:38.172029,True
CUST-000113,customer_113@example.com,PL,PLN,analytics_only,2025-02-19T23:47:18.299725,True
CUST-000114,customer_114@example.com,PT,EUR,minimal,2025-07-24T05:03:05.380243,True
CUST-000115,customer_115@example.com,PT,EUR,minimal,2025-11-04T19:15:35.403858,True
CUST-000116,customer_116@example.com,NL,EUR,minimal,2026-05-31T17:44:24.126520,True
CUST-000117,customer_117@example.com,DE,EUR,full,2025-06-07T14:54:07.089760,True
CUST-000118,customer_118@example.com,DE,EUR,analytics_only,2025-03-26T19:00:40.582396,True
CUST-000119,customer_119@example.com,FR,EUR,full,2025-11-01T20:00:12.750207,True
CUST-000120,customer_120@example.com,PT,EUR,full,2025-08-24T03:41:11.140502,True
CUST-000121,customer_121@example.com,FR,EUR,analytics_only,2026-01-05T21:17:37.344946,True
CUST-000122,customer_122@example.com,FR,EUR,analytics_only,2026-01-16T00:31:59.025639,True
CUST-000123,customer_123@example.com,PT,EUR,minimal,2026-05-21T00:03:41.315862,True
CUST-000124,customer_124@example.com,DE,EUR,full,2025-12-27T05:23:47.894545,True
CUST-000125,customer_125@example.com,PT,EUR,minimal,2025-02-20T06:47:49.371115,True
CUST-000126,customer_126@example.com,FR,EUR,analytics_only,2025-03-28T06:14:48.465293,True
CUST-000127,customer_127@example.com,DE,EUR,minimal,2025-11-23T17:32:06.187349,True
CUST-000128,customer_128@example.com,SE,SEK,minimal,2025-01-28T06:28:34.681722,True
CUST-000129,customer_129@example.com,PT,EUR,analytics_only,2025-11-29T16:15:49.139511,True
CUST-000130,customer_130@example.com,DE,EUR,analytics_only,2025-07-09T03:42:48.223023,True
CUST-000131,customer_131@example.com,PT,EUR,analytics_only,2025-10-16T18:14:14.557965,True
CUST-000132,customer_132@example.com,DE,EUR,minimal,2025-01-31T00:29:32.346347,True
CUST-000133,customer_133@example.com,PT,EUR,minimal,2026-02-23T18:14:38.763787,True
CUST-000134,customer_134@example.com,DE,EUR,analytics_only,2025-08-24T23:58:28.953561,True
CUST-000135,customer_135@example.com,PT,EUR,full,2025-11-03T04:19:56.503408,True
CUST-000136,customer_136@example.com,NL,EUR,full,2026-02-11T15:19:39.135463,True
CUST-000137,customer_137@example.com,DE,EUR,full,2025-06-21T13:22:24.292806,True
CUST-000138,customer_138@example.com,DE,EUR,analytics_only,2025-06-08T15:42:14.341910,True
CUST-000139,customer_139@example.com,DE,EUR,full,2026-06-04T07:01:24.226555,True
CUST-000140,customer_140@example.com,FR,EUR,full,2025-08-28T07:37:59.969573,True
CUST-000141,customer_141@example.com,PT,EUR,full,2025-02-13T02:21:59.380468,True
CUST-000142,customer_142@example.com,SE,SEK,full,2026-03-03T22:57:29.548332,True
CUST-000143,customer_143@example.com,PT,EUR,analytics_only,2025-04-17T06:13:17.561360,True
CUST-000144,customer_144@example.com,GB,GBP,minimal,2025-12-20T16:51:57.681296,True
CUST-000145,customer_145@example.com,PT,EUR,full,2025-04-06T01:51:32.915370,True
CUST-000146,customer_146@example.com,PT,EUR,full,2026-06-06T07:23:39.238450,True
CUST-000147,customer_147@example.com,FR,EUR,analytics_only,2025-11-14T13:09:51.536951,True
CUST-000148,customer_148@example.com,NL,EUR,analytics_only,2026-06-25T14:52:05.435839,True
CUST-000149,customer_149@example.com,DE,EUR,full,2025-08-29T23:45:38.017902,True
CUST-000150,customer_150@example.com,FR,EUR,minimal,2025-11-21T02:21:09.510630,True
CUST-000151,customer_151@example.com,DE,EUR,analytics_only,2025-01-21T14:36:37.777504,True
CUST-000152,customer_152@example.com,DE,EUR,analytics_only,2026-06-20T14:21:03.383554,True
CUST-000153,customer_153@example.com,PT,EUR,full,2025-11-15T00:29:32.518579,True
CUST-000154,customer_154@example.com,PL,PLN,full,2026-05-14T03:49:30.103885,True
CUST-000155,customer_155@example.com,FR,EUR,analytics_only,2025-10-02T17:58:57.915233,True
CUST-000156,customer_156@example.com,PL,PLN,minimal,2026-04-04T21:11:04.733923,True
CUST-000157,customer_157@example.com,PL,PLN,analytics_only,2025-01-22T10:47:50.077649,True
CUST-000158,customer_158@example.com,NL,EUR,analytics_only,2025-12-01T04:09:38.534241,True
CUST-000159,customer_159@example.com,DE,EUR,full,2026-03-01T09:45:39.237558,True
CUST-000160,customer_160@example.com,NL,EUR,analytics_only,2025-07-03T09:18:29.574586,True
CUST-000161,customer_161@example.com,DE,EUR,full,2025-05-19T02:14:54.829949,True
CUST-000162,customer_162@example.com,SE,SEK,analytics_only,2025-03-24T09:42:35.999289,True
CUST-000163,customer_163@example.com,PT,EUR,minimal,2025-06-20T00:10:04.124213,True
CUST-000164,customer_164@example.com,NL,EUR,full,2026-01-24T10:35:05.845229,True
CUST-000165,customer_165@example.com,PT,EUR,analytics_only,2025-06-30T00:07:25.109555,True
CUST-000166,customer_166@example.com,PT,EUR,minimal,2026-07-01T10:42:08.689418,True
CUST-000167,customer_167@example.com,SE,SEK,analytics_only,2025-10-06T15:38:26.064358,True
CUST-000168,customer_168@example.com,PT,EUR,minimal,2025-07-07T06:27:49.691412,True
CUST-000169,customer_169@example.com,GB,GBP,minimal,2025-03-26T21:50:20.092433,True
CUST-000170,customer_170@example.com,DE,EUR,analytics_only,2025-10-23T19:03:54.052764,True
CUST-000171,customer_171@example.com,NL,EUR,analytics_only,2026-04-26T06:19:03.880136,True
CUST-000172,customer_172@example.com,FR,EUR,full,2025-04-10T02:29:10.176730,True
CUST-000173,customer_173@example.com,NL,EUR,minimal,2026-01-31T04:59:55.633693,True
CUST-000174,customer_174@example.com,PT,EUR,minimal,2026-06-16T08:01:45.523309,True
CUST-000175,customer_175@example.com,FR,EUR,minimal,2025-05-09T05:36:24.206038,True
CUST-000176,customer_176@example.com,PT,EUR,minimal,2026-05-11T09:04:13.782662,True
CUST-000177,customer_177@example.com,PT,EUR,analytics_only,2025-08-30T10:44:13.383422,True
CUST-000178,customer_178@example.com,GB,GBP,analytics_only,2025-08-18T10:13:37.895339,True
CUST-000179,customer_179@example.com,PT,EUR,analytics_only,2026-04-24T09:43:16.509434,True
CUST-000180,customer_180@example.com,PT,EUR,full,2026-05-27T23:49:43.759830,True
CUST-000181,customer_181@example.com,NL,EUR,full,2025-02-15T23:07:32.336003,True
CUST-000182,customer_182@example.com,PT,EUR,analytics_only,2026-04-01T09:55:35.196706,True
CUST-000183,customer_183@example.com,PT,EUR,minimal,2026-04-30T18:39:02.822181,True
CUST-000184,customer_184@example.com,PL,PLN,full,2025-07-24T22:20:29.349436,True
CUST-000185,customer_185@example.com,DE,EUR,full,2025-06-24T15:20:36.534894,True
CUST-000186,customer_186@example.com,PT,EUR,full,2025-03-22T00:50:25.739954,True
CUST-000187,customer_187@example.com,PT,EUR,analytics_only,2026-04-01T10:45:54.399528,True
CUST-000188,customer_188@example.com,GB,GBP,analytics_only,2026-05-12T09:50:15.708070,True
CUST-000189,customer_189@example.com,PT,EUR,full,2026-05-31T05:51:06.068653,True
CUST-000190,customer_190@example.com,FR,EUR,minimal,2025-05-11T05:26:39.338814,True
CUST-000191,customer_191@example.com,PT,EUR,analytics_only,2025-12-08T07:12:16.541354,True
CUST-000192,customer_192@example.com,PT,EUR,analytics_only,2025-10-21T18:10:45.736675,True
CUST-000193,customer_193@example.com,NL,EUR,minimal,2025-06-09T14:48:33.059593,True
CUST-000194,customer_194@example.com,PT,EUR,analytics_only,2025-04-13T15:33:09.244700,True
CUST-000195,customer_195@example.com,NL,EUR,full,2026-06-07T11:09:54.622316,True
CUST-000196,customer_196@example.com,FR,EUR,analytics_only,2025-01-12T03:26:12.466687,True
CUST-000197,customer_197@example.com,SE,SEK,full,2025-07-24T13:40:22.782541,True
CUST-000198,customer_198@example.com,NL,EUR,full,2025-05-13T03:17:17.367072,True
CUST-000199,customer_199@example.com,NL,EUR,analytics_only,2026-02-19T15:50:28.466033,True
CUST-000200,customer_200@example.com,PT,EUR,full,2025-12-19T06:02:52.599473,True
CUST-000201,customer_201@example.com,GB,GBP,minimal,2025-09-20T05:38:31.088828,True
CUST-000202,customer_202@example.com,PT,EUR,minimal,2026-06-02T02:17:41.791797,True
CUST-000203,customer_203@example.com,PT,EUR,minimal,2026-05-01T09:54:54.545938,True
CUST-000204,customer_204@example.com,DE,EUR,full,2026-03-23T20:13:14.782035,True
CUST-000205,customer_205@example.com,FR,EUR,analytics_only,2025-06-06T18:55:49.793858,True
CUST-000206,customer_206@example.com,SE,SEK,analytics_only,2025-05-30T17:20:41.292995,True
CUST-000207,customer_207@example.com,GB,GBP,full,2025-08-29T23:24:58.343493,True
CUST-000208,customer_208@example.com,PL,PLN,full,2026-01-15T06:05:05.262407,True
CUST-000209,customer_209@example.com,DE,EUR,full,2025-02-15T06:30:23.526904,True
CUST-000210,customer_210@example.com,DE,EUR,minimal,2025-04-09T21:21:49.331008,True
CUST-000211,customer_211@example.com,DE,EUR,full,2025-06-12T00:15:23.809407,True
CUST-000212,customer_212@example.com,DE,EUR,full,2025-09-01T06:16:58.901670,True
CUST-000213,customer_213@example.com,DE,EUR,minimal,2025-12-03T22:31:36.097961,True
CUST-000214,customer_214@example.com,DE,EUR,minimal,2025-02-01T10:22:23.742807,True
CUST-000215,customer_215@example.com,NL,EUR,analytics_only,2026-02-15T22:39:29.840445,True
CUST-000216,customer_216@example.com,PT,EUR,minimal,2026-01-07T14:13:29.440143,True
CUST-000217,customer_217@example.com,DE,EUR,full,2025-12-20T13:10:55.708318,True
CUST-000218,customer_218@example.com,DE,EUR,full,2025-03-26T02:01:07.409787,True
CUST-000219,customer_219@example.com,DE,EUR,analytics_only,2025-02-12T03:11:49.775919,True
CUST-000220,customer_220@example.com,PT,EUR,full,2025-06-02T17:19:40.102950,True
CUST-000221,,PL,PLN,full,2025-10-11T17:23:09.047000,True
CUST-000222,customer_222@example.com,SE,SEK,minimal,2026-01-21T19:30:19.054772,True
CUST-000223,customer_223@example.com,PT,EUR,analytics_only,2026-07-02T05:57:59.579444,True
CUST-000224,customer_224@example.com,PT,EUR,full,2025-04-05T14:46:35.396825,True
CUST-000225,customer_225@example.com,NL,EUR,minimal,2026-06-15T05:21:55.370329,True
CUST-000226,customer_226@example.com,PL,PLN,minimal,2025-10-29T09:33:44.941491,True
CUST-000227,customer_227@example.com,DE,EUR,full,2026-01-24T20:10:58.735196,True
CUST-000228,customer_228@example.com,NL,EUR,full,2025-05-03T21:13:32.605373,True
CUST-000229,customer_229@example.com,PL,PLN,full,2025-09-28T17:22:35.476687,True
CUST-000230,customer_230@example.com,DE,EUR,analytics_only,2026-06-23T16:34:23.760905,True
CUST-000231,customer_231@example.com,PT,EUR,full,2025-08-07T04:36:00.241556,True
CUST-000232,customer_232@example.com,NL,EUR,full,2025-08-13T08:52:11.111577,True
CUST-000233,customer_233@example.com,FR,EUR,full,2025-02-10T15:25:06.023832,True
CUST-000234,customer_234@example.com,FR,EUR,full,2026-03-31T07:42:52.676772,True
CUST-000235,customer_235@example.com,FR,EUR,minimal,2025-03-12T17:02:29.259401,True
CUST-000236,customer_236@example.com,FR,EUR,minimal,2025-10-11T22:04:45.307980,True
CUST-000237,customer_237@example.com,DE,EUR,minimal,2025-05-04T13:23:06.664480,True
CUST-000238,customer_238@example.com,PL,PLN,full,2025-02-13T05:09:55.683860,True
CUST-000239,customer_239@example.com,PT,EUR,full,2025-12-09T12:17:38.751979,True
CUST-000240,customer_240@example.com,FR,EUR,analytics_only,2025-11-21T07:27:52.822094,True
CUST-000241,customer_241@example.com,FR,EUR,analytics_only,2026-05-10T07:06:56.713754,True
CUST-000242,customer_242@example.com,DE,EUR,full,2026-04-19T08:27:00.835872,True
CUST-000243,customer_243@example.com,PT,EUR,minimal,2025-05-26T00:45:16.199353,True
CUST-000244,customer_244@example.com,PT,EUR,analytics_only,2025-01-17T14:19:12.497315,True
CUST-000245,customer_245@example.com,SE,SEK,analytics_only,2025-06-15T13:08:30.384885,True
CUST-000246,customer_246@example.com,PT,EUR,full,2025-09-06T13:00:44.771855,True
CUST-000247,customer_247@example.com,NL,EUR,full,2025-09-12T12:20:35.732620,True
CUST-000248,customer_248@example.com,DE,EUR,minimal,2025-06-24T23:38:57.105923,True
CUST-000249,customer_249@example.com,PL,PLN,full,2026-02-21T20:15:57.641566,True
CUST-000250,customer_250@example.com,FR,EUR,full,2025-03-09T03:24:29.333780,True
CUST-000251,customer_251@example.com,DE,EUR,full,2026-06-03T01:42:07.591798,True
CUST-000252,customer_252@example.com,SE,SEK,minimal,2026-05-10T11:11:31.191647,True
CUST-000253,customer_253@example.com,GB,GBP,minimal,2025-04-15T00:41:53.157443,True
CUST-000254,customer_254@example.com,PT,EUR,analytics_only,2026-04-27T17:36:11.259622,True
CUST-000255,customer_255@example.com,FR,EUR,full,2025-09-08T13:29:50.661886,True
CUST-000256,customer_256@example.com,PT,EUR,full,2025-06-04T04:23:54.824239,True
CUST-000257,customer_257@example.com,FR,EUR,analytics_only,2025-06-06T14:09:45.765764,True
CUST-000258,customer_258@example.com,PT,EUR,full,2025-05-25T22:20:51.280980,True
CUST-000259,customer_259@example.com,DE,EUR,full,2025-01-29T00:49:33.256061,True
CUST-000260,customer_260@example.com,FR,EUR,full,2025-07-31T17:15:35.086083,True
CUST-000261,customer_261@example.com,FR,EUR,minimal,2025-12-08T12:52:23.672256,True
CUST-000262,customer_262@example.com,FR,EUR,full,2025-07-24T12:18:16.269639,True
CUST-000263,customer_263@example.com,PL,PLN,full,2025-03-21T01:24:15.517513,True
CUST-000264,customer_264@example.com,FR,EUR,full,2025-01-22T07:47:47.342653,True
CUST-000265,customer_265@example.com,NL,EUR,analytics_only,2025-03-23T14:52:03.433834,True
CUST-000266,customer_266@example.com,SE,SEK,minimal,2025-06-24T13:18:25.119714,True
CUST-000267,customer_267@example.com,DE,EUR,minimal,2025-11-22T08:40:00.015091,True
CUST-000268,customer_268@example.com,FR,EUR,analytics_only,2025-11-05T11:34:47.553589,True
CUST-000269,,FR,EUR,full,2025-03-02T01:31:10.419564,True
CUST-000270,customer_270@example.com,DE,EUR,minimal,2026-04-23T21:50:51.176078,True
CUST-000271,customer_271@example.com,FR,EUR,full,2025-12-26T06:19:56.877857,True
CUST-000272,customer_272@example.com,PL,PLN,full,2025-01-29T03:25:23.273988,True
CUST-000273,customer_273@example.com,FR,EUR,minimal,2026-03-01T11:37:11.350467,True
CUST-000274,customer_274@example.com,DE,EUR,full,2025-11-10T18:26:39.154225,True
CUST-000275,customer_275@example.com,NL,EUR,analytics_only,2025-08-18T11:47:54.533476,True
CUST-000276,customer_276@example.com,DE,EUR,analytics_only,2025-12-02T02:09:33.997307,True
CUST-000277,customer_277@example.com,FR,EUR,minimal,2026-01-22T18:21:21.071736,True
CUST-000278,customer_278@example.com,FR,EUR,minimal,2025-09-20T03:32:06.622557,True
CUST-000279,customer_279@example.com,DE,EUR,analytics_only,2025-10-20T03:41:13.751761,True
CUST-000280,customer_280@example.com,FR,EUR,minimal,2026-01-09T01:10:11.782608,True
CUST-000281,customer_281@example.com,GB,GBP,analytics_only,2026-06-09T14:54:05.165050,True
CUST-000282,customer_282@example.com,DE,EUR,minimal,2026-06-23T06:41:14.709308,True
CUST-000283,customer_283@example.com,GB,GBP,analytics_only,2025-09-25T23:22:06.606248,True
CUST-000284,customer_284@example.com,FR,EUR,minimal,2026-01-31T11:19:47.666180,True
CUST-000285,customer_285@example.com,DE,EUR,analytics_only,2026-05-06T21:02:29.724637,True
CUST-000286,customer_286@example.com,DE,EUR,minimal,2025-03-22T06:27:14.239806,True
CUST-000287,customer_287@example.com,PT,EUR,full,2026-05-22T08:34:28.843017,True
CUST-000288,customer_288@example.com,NL,EUR,full,2026-03-30T17:13:14.896336,True
CUST-000289,customer_289@example.com,DE,EUR,full,2025-03-01T20:32:52.802962,True
CUST-000290,customer_290@example.com,NL,EUR,full,2026-05-12T00:58:56.925823,True
CUST-000291,customer_291@example.com,PT,EUR,full,2025-07-01T00:01:18.249980,True
CUST-000292,customer_292@example.com,FR,EUR,full,2026-06-13T13:21:02.975574,True
CUST-000293,customer_293@example.com,PL,PLN,analytics_only,2026-04-28T14:16:31.286964,True
CUST-000294,customer_294@example.com,FR,EUR,minimal,2025-06-07T09:50:48.242569,True
CUST-000295,customer_295@example.com,DE,EUR,minimal,2025-12-24T11:01:58.448898,True
CUST-000296,customer_296@example.com,PT,EUR,minimal,2025-01-21T10:32:47.540077,True
CUST-000297,customer_297@example.com,SE,SEK,minimal,2026-05-27T18:57:00.627568,True
CUST-000298,customer_298@example.com,PT,EUR,minimal,2025-04-13T02:22:14.098960,True
CUST-000299,customer_299@example.com,NL,EUR,full,2025-01-21T12:45:18.524673,True
CUST-000300,customer_300@example.com,DE,EUR,minimal,2025-07-03T14:28:25.965576,True
CUST-000301,customer_301@example.com,FR,EUR,analytics_only,2026-05-03T07:32:49.356607,True
CUST-000302,customer_302@example.com,PT,EUR,full,2026-03-20T05:31:12.455948,True
CUST-000303,customer_303@example.com,DE,EUR,analytics_only,2026-01-29T19:00:11.438251,True
CUST-000304,customer_304@example.com,PT,EUR,full,2026-01-05T13:43:25.650824,True
CUST-000305,customer_305@example.com,PT,EUR,analytics_only,2025-08-11T05:00:33.872131,True
CUST-000306,customer_306@example.com,DE,EUR,full,2025-02-22T06:30:17.681075,True
CUST-000307,customer_307@example.com,PL,PLN,minimal,2025-01-04T17:49:47.083210,True
CUST-000308,customer_308@example.com,DE,EUR,full,2025-06-30T15:13:55.161009,True
CUST-000309,customer_309@example.com,FR,EUR,full,2025-07-17T00:49:44.742217,True
CUST-000310,customer_310@example.com,PT,EUR,analytics_only,2025-03-29T12:35:44.467414,True
CUST-000311,customer_311@example.com,NL,EUR,minimal,2026-02-26T20:56:58.042212,True
CUST-000312,customer_312@example.com,NL,EUR,minimal,2025-07-21T09:56:14.688959,True
CUST-000313,customer_313@example.com,PT,EUR,analytics_only,2025-09-07T07:52:46.215407,True
